,tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres,titleId,ordering,title,region,language,types,attributes,isOriginalTitle,Rank,Genre,Budget,Running Time,Gross,Theaters,Total Gross,Release Date,Distributor,Estimated,directors,writers,nconst,primaryName,birthYear,deathYear,primaryProfession,knownForTitles
56,tt2096673,movie,Inside Out,Inside Out,0.0,2015.0,,95.0,"Adventure,Animation,Comedy",tt2096673,53,Inside Out,US,,imdbDisplay,,0.0,4,-,-,-,"$356,461,711",4158,"$356,461,711",Jun 19,Walt Disney Studios Motion Pictures,False,nm0230032,"nm0230032,nm0215455,nm0498834,nm2155757,nm1578335,nm2919995,nm0352778,nm0688132",nm0230032,Pete Docter,1968.0,,"producer,writer,director","tt1049413,tt2948372,tt0198781,tt2096673"
57,tt2096673,movie,Inside Out,Inside Out,0.0,2015.0,,95.0,"Adventure,Animation,Comedy",tt2096673,53,Inside Out,US,,imdbDisplay,,0.0,4,-,-,-,"$356,461,711",4158,"$356,461,711",Jun 19,Walt Disney Studios Motion Pictures,False,nm0215455,"nm0230032,nm0215455,nm0498834,nm2155757,nm1578335,nm2919995,nm0352778,nm0688132",nm0215455,Ronnie Del Carmen,1959.0,,"animation_department,art_department,miscellaneous","tt1049413,tt0166813,tt2096673,tt0111970"
58,tt3195644,movie,Insidious: Chapter 3,Insidious: Chapter 3,0.0,2015.0,,97.0,"Horror,Mystery,Thriller",tt3195644,17,Insidious 3,US,,,informal short title,0.0,57,-,-,-,"$52,218,558",3014,"$52,218,558",Jun 5,Focus Features,False,nm1191481,nm1191481,nm1191481,Leigh Whannell,1977.0,,"actor,writer,producer","tt0387564,tt2490326,tt1051906,tt6499752"
59,tt3715320,movie,Irrational Man,Irrational Man,0.0,2015.0,,95.0,"Comedy,Crime,Drama",tt3715320,18,Untitled Woody Allen Project,US,,working,,0.0,175,-,-,-,"$4,030,360",925,"$4,030,360",Jul 17,Sony Pictures Classics,False,nm0000095,nm0000095,nm0000095,Woody Allen,1935.0,,"writer,director,actor","tt0097123,tt0091167,tt0079522,tt0075686"
60,tt2446980,movie,Joy,Joy,0.0,2015.0,,124.0,"Biography,Drama",tt2446980,23,Joy,US,,imdbDisplay,,0.0,86,-,-,-,"$28,310,094",2924,"$56,451,232",Dec 25,Twentieth Century Fox,False,nm0751102,"nm0751102,nm1754239",nm0751102,David O. Russell,1958.0,,"producer,director,writer","tt1045658,tt0120188,tt1800241,tt2446980"
61,tt1617661,movie,Jupiter Ascending,Jupiter Ascending,0.0,2015.0,,127.0,"Action,Adventure,Sci-Fi",tt1617661,18,Jupiter Ascending,US,,imdbDisplay,,0.0,61,-,-,-,"$47,387,723",3181,"$47,387,723",Feb 6,Warner Bros.,False,nm0905154,"nm0905152,nm0905154",nm0905154,Lana Wachowski,1965.0,,"writer,producer,director","tt0133093,tt1371111,tt0234215,tt0115736"
62,tt1617661,movie,Jupiter Ascending,Jupiter Ascending,0.0,2015.0,,127.0,"Action,Adventure,Sci-Fi",tt1617661,18,Jupiter Ascending,US,,imdbDisplay,,0.0,61,-,-,-,"$47,387,723",3181,"$47,387,723",Feb 6,Warner Bros.,False,nm0905152,"nm0905152,nm0905154",nm0905152,Lilly Wachowski,1967.0,,"writer,producer,director","tt0234215,tt1371111,tt0133093,tt0115736"
63,tt0369610,movie,Jurassic World,Jurassic World,0.0,2015.0,,124.0,"Action,Adventure,Sci-Fi",tt0369610,18,Jurassic World 3D,US,,,3-D version,0.0,1,-,-,-,"$652,270,625",4291,"$652,270,625",Jun 12,Universal Pictures,False,nm1119880,"nm0415425,nm0798646,nm1119880,nm2081046,nm0000341",nm1119880,Colin Trevorrow,1976.0,,"writer,producer,director","tt8041270,tt1862079,tt4572792,tt0369610"
64,tt3850590,movie,Krampus,Krampus,0.0,2015.0,,98,"Comedy,Drama,Fantasy",tt3850590,24,Krampus,US,,imdbDisplay,,0.0,71,-,-,-,"$41,465,710",2919,"$42,725,475",Dec 4,Universal Pictures,False,nm1002424,"nm2591926,nm1002424,nm1296461",nm1002424,Michael Dougherty,1974.0,,"writer,director,actor","tt0290334,tt0348150,tt3850590,tt0862856"
65,tt4296800,movie,Ladrones,Ladrones,0.0,2015.0,,97.0,Comedy,tt4296800,5,Ladrones,US,,imdbDisplay,,0.0,186,-,-,-,"$3,063,505",375,"$3,063,505",Oct 9,Lionsgate,False,nm0994553,nm1211334,nm0994553,Joe Menendez,1969.0,,"director,producer,writer","tt3337194,tt7475590,tt5615700,tt3148266"
66,tt1810683,movie,Little Boy,Little Boy,0.0,2015.0,,106.0,"Drama,History,War",tt1810683,9,Little Boy,US,,imdbDisplay,,0.0,157,-,-,-,"$6,485,961",1045,"$6,485,961",Apr 24,Open Road Films (II),False,nm1920049,"nm1920049,nm2433864",nm1920049,Alejandro Monteverde,1977.0,,"director,writer,producer","tt1810683,tt0482463"
67,tt2279339,movie,Love the Coopers,Love the Coopers,0.0,2015.0,,107.0,"Comedy,Fantasy,Romance",tt2279339,13,Let It Snow,US,,working,,0.0,93,-,-,-,"$26,054,993",2603,"$26,302,731",Nov 13,Lionsgate,False,nm0625458,nm0737216,nm0625458,Jessie Nelson,1955.0,,"writer,producer,director","tt0277027,tt0108174,tt0490084,tt8521376"
68,tt1392190,movie,Mad Max: Fury Road,Mad Max: Fury Road,0.0,2015.0,,120.0,"Action,Adventure,Sci-Fi",tt1392190,26,Mad Max: Fury Road,US,,imdbDisplay,,0.0,21,-,-,-,"$153,636,354",3722,"$153,636,354",May 15,Warner Bros.,False,nm0004306,"nm0004306,nm0565068,nm0490147",nm0004306,George Miller,1945.0,,"producer,writer,director","tt0082694,tt0366548,tt0079501,tt1392190"
69,tt2268016,movie,Magic Mike XXL,Magic Mike XXL,0.0,2015.0,,115.0,"Comedy,Drama,Music",tt2268016,11,Magic Mike XXL,US,,imdbDisplay,,0.0,43,-,-,-,"$66,013,057",3376,"$66,013,057",Jul 1,Warner Bros.,False,nm0414423,nm1730221,nm0414423,Gregory Jacobs,,,"producer,assistant_director,writer","tt0496806,tt1631867,tt3973820,tt2268016"
70,tt3369806,movie,Max,Max,0.0,2015.0,,111.0,"Adventure,Drama,Family",tt3369806,13,Max,US,,imdbDisplay,,0.0,69,-,-,-,"$42,656,255",2870,"$42,656,255",Jun 26,Warner Bros.,False,nm0945026,"nm0945026,nm0504802",nm0945026,Boaz Yakin,1966.0,,"writer,director,producer","tt10373830,tt1079980,tt0109842,tt0210945"
71,tt4046784,movie,Maze Runner: The Scorch Trials,Maze Runner: The Scorch Trials,0.0,2015.0,,131.0,"Action,Adventure,Sci-Fi",tt4046784,12,Maze Runner 2,US,,,short title,0.0,33,-,-,-,"$81,630,702",3792,"$81,697,192",Sep 18,Twentieth Century Fox,False,nm1226871,"nm2385905,nm4212895",nm1226871,Wes Ball,1980.0,,"art_department,director,visual_effects","tt4500922,tt4046784,tt1790864,tt11389872"
72,tt2097298,movie,"McFarland, USA","McFarland, USA",0.0,2015.0,,129.0,"Biography,Drama,Sport",tt2097298,29,"McFarland, USA",US,,imdbDisplay,,0.0,64,-,-,-,"$44,482,410",2792,"$44,482,410",Feb 20,Walt Disney Studios Motion Pictures,False,nm0138927,"nm1480450,nm0319619,nm0860184",nm0138927,Niki Caro,1967.0,,"director,writer,producer","tt0298228,tt1730768,tt2097298,tt0395972"
73,tt2582496,movie,Me and Earl and the Dying Girl,Me and Earl and the Dying Girl,0.0,2015.0,,105.0,"Comedy,Drama",tt2582496,9,Me and Earl and the Dying Girl,US,,imdbDisplay,,0.0,156,-,-,-,"$6,758,416",870,"$6,758,416",Jun 12,Fox Searchlight Pictures,False,nm0004234,nm5428959,nm0004234,Alfonso Gomez-Rejon,,,"producer,director,assistant_director","tt2582496,tt1844624,tt1024648,tt0473705"
74,tt2545428,movie,Meru,Meru,0.0,2015.0,,90.0,"Documentary,Sport",tt2545428,1,Meru,US,,imdbDisplay,,0.0,200,-,-,-,"$2,334,228",176,"$2,334,228",Aug 14,Music Box Films,False,nm3011011,,nm3011011,Jimmy Chin,,,"camera_department,director,producer","tt9098872,tt9271172,tt2545428,tt7775622"
75,tt2545428,movie,Meru,Meru,0.0,2015.0,,90.0,"Documentary,Sport",tt2545428,1,Meru,US,,imdbDisplay,,0.0,200,-,-,-,"$2,334,228",176,"$2,334,228",Aug 14,Music Box Films,False,nm1888091,,nm1888091,Elizabeth Chai Vasarhelyi,,,"director,producer,writer","tt9098872,tt7775622,tt2545428,tt1235450"
76,tt2293640,movie,Minions,Minions,0.0,2015.0,,91.0,"Adventure,Animation,Comedy",tt2293640,26,Minions,US,,imdbDisplay,,0.0,7,-,-,-,"$336,045,770",4311,"$336,045,770",Jul 10,Universal Pictures,False,nm0049633,nm0528244,nm0049633,Kyle Balda,1971.0,,"director,animation_department,visual_effects","tt1482459,tt0110475,tt3469046,tt2293640"
77,tt2293640,movie,Minions,Minions,0.0,2015.0,,91.0,"Adventure,Animation,Comedy",tt2293640,26,Minions,US,,imdbDisplay,,0.0,7,-,-,-,"$336,045,770",4311,"$336,045,770",Jul 10,Universal Pictures,False,nm1853544,nm0528244,nm1853544,Pierre Coffin,1967.0,,"director,writer,actor","tt3469046,tt1690953,tt1323594,tt2293640"
78,tt2381249,movie,Mission: Impossible - Rogue Nation,Mission: Impossible - Rogue Nation,0.0,2015.0,,131.0,"Action,Adventure,Thriller",tt2381249,17,Mission: Impossible 5,US,,working,,0.0,12,-,-,-,"$195,042,377",3988,"$195,042,377",Jul 31,Paramount Pictures,False,nm0003160,"nm0312367,nm0003160,nm1510800",nm0003160,Christopher McQuarrie,1968.0,,"writer,producer,director","tt1631867,tt0114814,tt2345759,tt4912910"
79,tt2872462,movie,Mistress America,Mistress America,0.0,2015.0,,84.0,"Comedy,Drama",tt2872462,20,Mistress America,US,,imdbDisplay,,0.0,197,-,-,-,"$2,500,431",512,"$2,500,431",Aug 14,Fox Searchlight Pictures,False,nm0000876,"nm0000876,nm1950086",nm0000876,Noah Baumbach,1969.0,,"writer,director,producer","tt2347569,tt0367089,tt2872462,tt7653254"
80,tt3660770,movie,Monkey Kingdom,Monkey Kingdom,0.0,2015.0,,81.0,Documentary,tt3660770,1,Monkey Kingdom,US,,imdbDisplay,,0.0,118,-,-,-,"$16,432,322",2012,"$16,432,322",Apr 17,Walt Disney Studios Motion Pictures,False,nm0288144,"nm1768412,nm1009988",nm0288144,Alastair Fothergill,1960.0,,"producer,director,writer","tt0393597,tt0296310,tt0795176,tt2092588"
81,tt3660770,movie,Monkey Kingdom,Monkey Kingdom,0.0,2015.0,,81.0,Documentary,tt3660770,1,Monkey Kingdom,US,,imdbDisplay,,0.0,118,-,-,-,"$16,432,322",2012,"$16,432,322",Apr 17,Walt Disney Studios Motion Pictures,False,nm1768412,"nm1768412,nm1009988",nm1768412,Mark Linfield,,,"producer,director,writer","tt1222815,tt0393597,tt12036052,tt3660770"
82,tt3045616,movie,Mortdecai,Mortdecai,0.0,2015.0,,107.0,"Action,Adventure,Comedy",tt3045616,31,Mortdecai,US,,imdbDisplay,,0.0,147,-,-,-,"$7,696,134",2648,"$7,696,134",Jan 23,Lionsgate,False,nm0462895,"nm0036962,nm5795768",nm0462895,David Koepp,1963.0,,"writer,miscellaneous,director","tt0995039,tt0145487,tt0164181,tt0107290"
83,tt3168230,movie,Mr. Holmes,Mr. Holmes,0.0,2015.0,,104.0,"Drama,Mystery",tt3168230,1,Mr. Holmes,US,,imdbDisplay,,0.0,114,-,-,-,"$17,737,646",898,"$17,737,646",Jul 17,Roadside Attractions,False,nm0174374,"nm1616194,nm0368774,nm0236279",nm0174374,Bill Condon,1955.0,,"director,writer,producer","tt0443489,tt0120684,tt0362269,tt0299658"
84,tt1781922,movie,No Escape,No Escape,0.0,2015.0,,103.0,"Action,Thriller",tt1781922,28,The Coup,US,,working,,0.0,89,-,-,-,"$27,288,872",3415,"$27,288,872",Aug 26,The Weinstein Company,False,nm0235719,"nm0235719,nm1803105",nm0235719,John Erick Dowdle,1972.0,,"director,writer,producer","tt1082868,tt6040674,tt2870612,tt1781922"
85,tt1018765,movie,Our Brand Is Crisis,Our Brand Is Crisis,0.0,2015.0,,107,"Comedy,Drama",tt1018765,5,Our Brand Is Crisis,US,,imdbDisplay,,0.0,152,-,-,-,"$7,002,261",2202,"$7,002,261",Oct 30,Warner Bros.,False,nm0337773,"nm1354496,nm1661186",nm0337773,David Gordon Green,1975.0,,"producer,director,writer","tt2382396,tt1502407,tt10665338,tt0262432"
86,tt3332064,movie,Pan,Pan,0.0,2015.0,,111.0,"Adventure,Comedy,Family",tt3332064,25,Pan,US,,imdbDisplay,,0.0,74,-,-,-,"$35,057,457",3515,"$35,088,320",Oct 9,Warner Bros.,False,nm0942504,"nm0297229,nm0057381",nm0942504,Joe Wright,1972.0,,"director,producer,miscellaneous","tt0414387,tt0993842,tt4555426,tt0783233"
87,tt3622592,movie,Paper Towns,Paper Towns,0.0,2015.0,,109.0,"Adventure,Comedy,Drama",tt3622592,27,Paper Towns,US,,imdbDisplay,,0.0,81,-,-,-,"$32,000,304",3031,"$32,000,304",Jul 24,Twentieth Century Fox,False,nm1500577,"nm2354099,nm2352210,nm1981261",nm1500577,Jake Schreier,,,"director,producer,actor","tt11343600,tt3622592,tt1990314,tt2761034"
88,tt2473510,movie,Paranormal Activity: The Ghost Dimension,Paranormal Activity: The Ghost Dimension,0.0,2015.0,,88.0,"Horror,Mystery",tt2473510,40,Paranormal Activity: Ghost Dimension,US,,working,,0.0,109,-,-,-,"$18,300,124",1656,"$18,300,124",Oct 23,Paramount Pictures,False,nm0687427,"nm3091255,nm2065670,nm0733263,nm1134130,nm3500903,nm2305431",nm0687427,Gregory Plotkin,,,"editorial_department,editor,producer","tt5052448,tt1999890,tt2473510,tt5308322"
89,tt3450650,movie,Paul Blart: Mall Cop 2,Paul Blart: Mall Cop 2,0.0,2015.0,,94.0,"Action,Comedy,Crime",tt3450650,26,Paul Blart: Mall Cop 2,US,,imdbDisplay,,0.0,40,-,-,-,"$71,038,190",3633,"$71,038,190",Apr 17,Sony Pictures Entertainment (SPE),False,nm0275698,"nm0416673,nm0048169",nm0275698,Andy Fickman,,,"producer,director,actor","tt1414382,tt1075417,tt0118615,tt3450650"
90,tt2848292,movie,Pitch Perfect 2,Pitch Perfect 2,0.0,2015.0,,115.0,"Comedy,Music",tt2848292,13,Pitch Perfect 2,US,,imdbDisplay,,0.0,13,-,-,-,"$183,785,415",3660,"$184,296,230",May 15,Universal Pictures,False,nm0006969,"nm0134224,nm3015467",nm0006969,Elizabeth Banks,1974.0,,"actress,producer,director","tt1392170,tt1951265,tt0903657,tt1951264"
91,tt2120120,movie,Pixels,Pixels,0.0,2015.0,,105.0,"Action,Animation,Comedy",tt2120120,40,Pixels,US,,imdbDisplay,,0.0,36,-,-,-,"$78,747,585",3723,"$78,747,585",Jul 24,Sony Pictures Entertainment (SPE),False,nm0001060,"nm0379056,nm0000251,nm1268896",nm0001060,Chris Columbus,1958.0,,"producer,writer,director","tt0294870,tt1454029,tt0295297,tt0241527"
92,tt2058673,movie,Point Break,Point Break,0.0,2015.0,,114.0,"Action,Adventure,Crime",tt2058673,29,Point Break,US,,imdbDisplay,,0.0,120,-,-,-,"$15,584,535",2910,"$28,782,481",Dec 25,Warner Bros.,False,nm0179697,"nm0934483,nm0004488,nm0407717",nm0179697,Ericson Core,,,"cinematographer,director,camera_department","tt0445990,tt0120784,tt2058673,tt0232500"
93,tt1029360,movie,Poltergeist,Poltergeist,0.0,2015.0,,93.0,"Horror,Thriller",tt1029360,35,Poltergeist,US,,imdbDisplay,,0.0,60,-,-,-,"$47,425,125",3242,"$47,425,125",May 22,Twentieth Century Fox,False,nm1481493,"nm1865755,nm0000229,nm0334457,nm0896131",nm1481493,Gil Kenan,1976.0,,"director,writer,soundtrack","tt0385880,tt1268802,tt0970411,tt1029360"
94,tt3595298,movie,Prem Ratan Dhan Payo,Prem Ratan Dhan Payo,0.0,2015.0,,164.0,"Action,Drama,Musical",tt3595298,3,Found a Treasure Called Love,US,,,informal English title,0.0,173,-,-,-,"$4,364,639",287,"$4,364,639",Nov 12,FIP,False,nm0054744,"nm0054744,nm2105422",nm0054744,Sooraj R. Barjatya,1965.0,,"producer,writer,director","tt0110076,tt0494290,tt3595298,tt0100095"
95,tt2436386,movie,Project Almanac,Project Almanac,0.0,2015.0,,106.0,"Drama,Mystery,Sci-Fi",tt2436386,16,Welcome to Yesterday,US,,working,,0.0,102,-,-,-,"$22,348,241",2900,"$22,348,241",Jan 30,Paramount Pictures,False,nm2410311,"nm3091255,nm2065670",nm2410311,Dean Israelite,1984.0,,"director,writer,producer","tt3717490,tt11947264,tt2436386,tt1391559"
96,tt3623726,movie,Ricki and the Flash,Ricki and the Flash,0.0,2015.0,,101.0,"Comedy,Drama,Music",tt3623726,28,Ricki and the Flash,US,,imdbDisplay,,0.0,90,-,-,-,"$26,822,144",2064,"$26,822,144",Aug 7,TriStar Pictures,False,nm0001129,nm1959505,nm0001129,Jonathan Demme,1944.0,2017.0,"director,producer,writer","tt0107818,tt0102926,tt1084950,tt0268126"
97,tt3164256,movie,Rock the Kasbah,Rock the Kasbah,0.0,2015.0,,106.0,"Comedy,Music,War",tt3164256,16,Rock the Kasbah,US,,imdbDisplay,,0.0,188,-,-,-,"$3,020,664",2012,"$3,020,664",Oct 23,Open Road Films (II),False,nm0001469,nm0322248,nm0001469,Barry Levinson,1942.0,,"producer,writer,director","tt0095953,tt0101516,tt0120885,tt1933667"
98,tt3170832,movie,Room,Room,0.0,2015.0,,118.0,"Drama,Thriller",tt3170832,7,Room,US,,imdbDisplay,,0.0,164,-,-,-,"$4,860,753",862,"$14,677,654",Oct 16,A24,False,nm1049433,nm1480980,nm1049433,Lenny Abrahamson,1966.0,,"producer,director,writer","tt1605717,tt3170832,tt0419420,tt9059760"
99,tt2199571,movie,Run All Night,Run All Night,0.0,2015.0,,114.0,"Action,Crime,Thriller",tt2199571,23,The All Nighter,US,,working,,0.0,92,-,-,-,"$26,461,644",3171,"$26,461,644",Mar 13,Warner Bros.,False,nm1429471,nm2145487,nm1429471,Jaume Collet-Serra,1974.0,,"director,producer","tt4052882,tt0397065,tt1148204,tt1401152"
100,tt2126355,movie,San Andreas,San Andreas,0.0,2015.0,,114.0,"Action,Adventure,Thriller",tt2126355,1,San Andreas,US,,imdbDisplay,,0.0,20,-,-,-,"$155,190,832",3812,"$155,190,832",May 29,Warner Bros.,False,nm0679031,"nm0193681,nm1061002,nm0664920",nm0679031,Brad Peyton,1978.0,,"writer,producer,director","tt2126355,tt7130298,tt2231461,tt8755226"
101,tt1727776,movie,Scouts Guide to the Zombie Apocalypse,Scouts Guide to the Zombie Apocalypse,0.0,2015.0,,93.0,"Action,Comedy,Horror",tt1727776,8,Scouts vs. Zombies,US,,working,,0.0,177,-,-,-,"$3,703,046",1509,"$3,703,046",Oct 30,Paramount Pictures,False,nm0484907,"nm0933144,nm0595088,nm0484907,nm0931185",nm0484907,Christopher Landon,1975.0,,"writer,producer,director","tt2473682,tt10919380,tt1727776,tt8155288"
102,tt1741273,movie,Secret in Their Eyes,Secret in Their Eyes,0.0,2015.0,,111.0,"Crime,Drama,Mystery",tt1741273,25,Secret in Their Eyes,US,,imdbDisplay,,0.0,105,-,-,-,"$20,070,622",2392,"$20,180,155",Nov 20,STX Entertainment,False,nm0712753,"nm0712753,nm0002728,nm3160078",nm0712753,Billy Ray,,,"writer,producer,director","tt0323944,tt1535109,tt1392170,tt6450804"
103,tt2140379,movie,Self/less,Self/less,0.0,2015.0,,117.0,"Action,Mystery,Sci-Fi",tt2140379,7,Selfless,US,,,alternative spelling,0.0,132,-,-,-,"$12,279,691",2353,"$12,279,691",Jul 10,Focus Features,False,nm0802248,"nm1883612,nm0665041",nm0802248,Tarsem Singh,1961.0,,"director,producer,soundtrack","tt0209958,tt2140379,tt0460791,tt1667353"
104,tt2872750,movie,Shaun the Sheep Movie,Shaun the Sheep Movie,0.0,2015.0,,85.0,"Adventure,Animation,Comedy",tt2872750,28,Shaun the Sheep Movie,US,,imdbDisplay,,0.0,107,-,-,-,"$19,375,982",2360,"$19,375,982",Aug 5,Lionsgate,False,nm0123666,"nm0123666,nm0326450,nm0661910",nm0123666,Mark Burton,,,"writer,miscellaneous,producer","tt0377981,tt0312004,tt2872750,tt0351283"
105,tt2872750,movie,Shaun the Sheep Movie,Shaun the Sheep Movie,0.0,2015.0,,85.0,"Adventure,Animation,Comedy",tt2872750,28,Shaun the Sheep Movie,US,,imdbDisplay,,0.0,107,-,-,-,"$19,375,982",2360,"$19,375,982",Aug 5,Lionsgate,False,nm0326450,"nm0123666,nm0326450,nm0661910",nm0326450,Richard Starzak,1959.0,,"writer,director,miscellaneous","tt0983983,tt2872750,tt0324742,tt0219086"
106,tt3397884,movie,Sicario,Sicario,0.0,2015.0,,121.0,"Action,Crime,Drama",tt3397884,4,Sicario,US,,imdbDisplay,,0.0,62,-,-,-,"$46,770,373",2620,"$46,889,293",Sep 18,Lionsgate,False,nm0898288,nm0792263,nm0898288,Denis Villeneuve,1967.0,,"director,writer,editor","tt1255953,tt2543164,tt1856101,tt3397884"
107,tt2752772,movie,Sinister 2,Sinister 2,0.0,2015.0,,97.0,"Horror,Mystery,Thriller",tt2752772,18,Sinister 2,US,,imdbDisplay,,0.0,87,-,-,-,"$27,740,955",2799,"$27,740,955",Aug 21,Focus Features,False,nm1164602,"nm0220600,nm1803036",nm1164602,Ciarán Foy,,,"director,writer,editor","tt5294518,tt2752772,tt1641975,tt0841102"
108,tt15150366,movie,Sisters,Sisters,0.0,2022.0,,,Horror,tt15150366,2,Sisters,US,,imdbDisplay,,0.0,59,-,-,-,"$49,123,380",2978,"$87,044,645",Dec 18,Universal Pictures,False,nm6381958,"nm9639597,nm5345928",nm6381958,Natasha Halevi,1982.0,,"actress,director,producer","tt14392200,tt4723064,tt9606918,tt10837854"
109,tt1798684,movie,Southpaw,Southpaw,0.0,2015.0,,124.0,"Action,Crime,Drama",tt1798684,14,Southpaw,US,,imdbDisplay,,0.0,56,-,-,-,"$52,421,953",2772,"$52,421,953",Jul 24,The Weinstein Company,False,nm0298807,nm1176676,nm0298807,Antoine Fuqua,1965.0,,"director,producer,actor","tt1210042,tt0455944,tt1798684,tt2404435"
110,tt3233418,movie,Spare Parts,Spare Parts,0.0,2015.0,,114.0,"Biography,Drama,History",tt3233418,1,Spare Parts,US,,imdbDisplay,,0.0,179,-,-,-,"$3,618,912",440,"$3,618,912",Jan 16,Lionsgate,False,nm0573732,"nm0202952,nm5990921",nm0573732,Sean McNamara,1962.0,,"producer,director,writer","tt3233418,tt0206511,tt2828884,tt0167360"
111,tt2379713,movie,Spectre,Spectre,0.0,2015.0,,148.0,"Action,Adventure,Thriller",tt2379713,25,Spectre,US,,imdbDisplay,,0.0,11,-,-,-,"$197,102,585",3929,"$200,074,609",Nov 6,Sony Pictures Entertainment (SPE),False,nm0005222,"nm0517589,nm0701031,nm0905498,nm0125336,nm0001220",nm0005222,Sam Mendes,1965.0,,"producer,director,miscellaneous","tt0257044,tt1074638,tt0959337,tt8579674"
112,tt1895587,movie,Spotlight,Spotlight,0.0,2015.0,,129.0,"Biography,Crime,Drama",tt1895587,43,Spotlight,US,,imdbDisplay,,0.0,94,-,-,-,"$25,923,879",1227,"$45,055,776",Nov 6,Open Road Films (II),False,nm0565336,"nm1802857,nm0565336",nm0565336,Tom McCarthy,1966.0,,"actor,producer,writer","tt0340377,tt1190080,tt1606392,tt0857191"
113,tt3079380,movie,Spy,Spy,0.0,2015.0,,120.0,"Action,Comedy",tt3079380,25,Spy,US,,imdbDisplay,,0.0,25,-,-,-,"$110,825,712",3715,"$110,825,712",Jun 5,Twentieth Century Fox,False,nm0082450,nm0082450,nm0082450,Paul Feig,1962.0,,"producer,actor,director","tt3079380,tt2404463,tt0193676,tt0110006"
