,tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres,titleId,ordering,title,region,language,types,attributes,isOriginalTitle,Rank,Genre,Budget,Running Time,Gross,Theaters,Total Gross,Release Date,Distributor,Estimated,directors,writers,nconst,primaryName,birthYear,deathYear,primaryProfession,knownForTitles
114,tt2488496,movie,Star Wars: Episode VII - The Force Awakens,Star Wars: Episode VII - The Force Awakens,0.0,2015.0,,138.0,"Action,Adventure,Sci-Fi",tt2488496,46,Star Wars: The Force Awakens,US,,imdbDisplay,,0.0,2,-,-,-,"$651,967,269",4134,"$936,662,225",Dec 18,Walt Disney Studios Motion Pictures,False,nm0009190,"nm0001410,nm0009190,nm1578335,nm0000184",nm0009190,J.J. Abrams,1966.0,,"producer,writer,music_department","tt2488496,tt2527338,tt0411008,tt0796366"
115,tt2080374,movie,Steve Jobs,Steve Jobs,0.0,2015.0,,122.0,"Biography,Drama",tt2080374,24,Steve Jobs,US,,imdbDisplay,,0.0,113,-,-,-,"$17,766,658",2493,"$17,766,658",Oct 9,Universal Pictures,False,nm0000965,"nm0815070,nm0410596",nm0000965,Danny Boyle,1956.0,,"director,producer,writer","tt0111149,tt0289043,tt1010048,tt1542344"
116,tt1398426,movie,Straight Outta Compton,Straight Outta Compton,0.0,2015.0,,147.0,"Biography,Drama,History",tt1398426,27,Straight Outta Compton,US,,imdbDisplay,,0.0,19,-,-,-,"$161,197,785",3142,"$161,197,785",Aug 14,Universal Pictures,False,nm0336620,"nm6707680,nm0075696,nm0767655,nm0921023",nm0336620,F. Gary Gray,1969.0,,"director,actor,producer","tt0120768,tt0117603,tt0317740,tt0113118"
117,tt4191054,movie,Strange Magic,Strange Magic,0.0,2015.0,,99.0,"Adventure,Animation,Comedy",tt4191054,26,Strange Magic,US,,imdbDisplay,,0.0,130,-,-,-,"$12,429,583",3020,"$12,429,583",Jan 23,Walt Disney Studios Motion Pictures,False,nm0003977,"nm1183854,nm0575293,nm0003977,nm0000184",nm0003977,Gary Rydstrom,1959.0,,"sound_department,miscellaneous,director","tt0181689,tt0107290,tt0103064,tt2935510"
118,tt3077214,movie,Suffragette,Suffragette,0.0,2015.0,,106.0,"Drama,History",tt3077214,43,Suffragette,US,,imdbDisplay,,0.0,167,-,-,-,"$4,657,235",517,"$4,702,420",Oct 23,Focus Features,False,nm0310673,nm0604448,nm0310673,Sarah Gavron,,,"director,producer","tt0940585,tt0327691,tt3077214,tt9067182"
119,tt2140465,movie,Tanu Weds Manu Returns,Tanu Weds Manu Returns,0.0,2015.0,,128.0,"Comedy,Drama,Romance",tt2140465,10,Tanu Weds Manu Returns,US,,imdbDisplay,,0.0,187,-,-,-,"$3,043,479",136,"$3,043,479",May 22,Eros Worldwide,False,nm2399862,nm2402576,nm2399862,Aanand L. Rai,,,"producer,director,music_department","tt2140465,tt2359810,tt6527426,tt8239946"
120,tt2637276,movie,Ted 2,Ted 2,0.0,2015.0,,115.0,Comedy,tt2637276,18,Ted 2,US,,imdbDisplay,,0.0,34,-,-,-,"$81,476,385",3448,"$81,476,385",Jun 26,Universal Pictures,False,nm0532235,"nm0532235,nm1273148,nm1273397",nm0532235,Seth MacFarlane,1973.0,,"writer,music_department,producer","tt2557490,tt0182576,tt0397306,tt1637725"
121,tt1340138,movie,Terminator Genisys,Terminator Genisys,0.0,2015.0,,126.0,"Action,Adventure,Sci-Fi",tt1340138,25,Terminator: Genesis,US,,working,,0.0,31,-,-,-,"$89,760,956",3783,"$89,760,956",Jul 1,Paramount Pictures,False,nm0851930,"nm0436164,nm0527261,nm0000116,nm0005036",nm0851930,Alan Taylor,1965.0,,"director,producer,writer","tt1981115,tt0944947,tt1340138,tt0282768"
122,tt2006295,movie,The 33,The 33,0.0,2015.0,,127.0,"Biography,Drama,History",tt2006295,26,The 33,US,,imdbDisplay,,0.0,134,-,-,-,"$12,049,242",2452,"$12,227,722",Nov 13,Warner Bros.,False,nm0726638,"nm1209140,nm1258965,nm0859241,nm1433580,nm5203976",nm0726638,Patricia Riggen,1970.0,,"director,producer,miscellaneous","tt2006295,tt0411376,tt0796307,tt0352584"
123,tt1655441,movie,The Age of Adaline,The Age of Adaline,0.0,2015.0,,112.0,"Drama,Fantasy,Romance",tt1655441,42,Adaline,US,,working,,0.0,70,-,-,-,"$42,629,776",3070,"$42,629,776",Apr 24,Lionsgate,False,nm1767218,"nm0328987,nm3384330",nm1767218,Lee Toland Krieger,,,"producer,director,writer","tt0433364,tt1405365,tt1183921,tt1655441"
124,tt1596363,movie,The Big Short,The Big Short,0.0,2015.0,,130.0,"Biography,Comedy,Drama",tt1596363,21,The Big Short,US,,imdbDisplay,,0.0,97,-,-,-,"$23,995,178",2529,"$70,259,870",Dec 11,Paramount Pictures,False,nm0570912,"nm1017488,nm0570912,nm1034122",nm0570912,Adam McKay,1968.0,,"producer,writer,director","tt6266538,tt1596363,tt0478970,tt1386588"
125,tt3181822,movie,The Boy Next Door,The Boy Next Door,0.0,2015.0,,91.0,Thriller,tt3181822,35,The Boy Next Door,US,,imdbDisplay,,0.0,73,-,-,-,"$35,423,380",2615,"$35,423,380",Jan 23,Universal Pictures,False,nm0003418,nm3204152,nm0003418,Rob Cohen,1949.0,,"producer,director,actor","tt0382992,tt0106770,tt0116136,tt0093894"
126,tt1666801,movie,The DUFF,The Duff,0.0,2015.0,,101.0,"Comedy,Romance",tt1666801,32,Duff,US,,working,,0.0,76,-,-,-,"$34,030,343",2622,"$34,030,343",Feb 20,Lionsgate,False,nm1847738,"nm1038800,nm3929735",nm1847738,Ari Sandel,,,"director,producer,writer","tt0438575,tt5783956,tt1666801,tt2153260"
127,tt0810819,movie,The Danish Girl,The Danish Girl,0.0,2015.0,,119.0,"Biography,Drama,Romance",tt0810819,10,The Danish Girl,US,,imdbDisplay,,0.0,170,-,-,-,"$4,506,440",794,"$11,114,018",Nov 27,Focus Features,False,nm0393799,"nm0185309,nm2286442",nm0393799,Tom Hooper,1972.0,,"director,producer,writer","tt0810819,tt1504320,tt1707386,tt5697572"
128,tt2908446,movie,The Divergent Series: Insurgent,Insurgent,0.0,2015.0,,119.0,"Action,Adventure,Sci-Fi",tt2908446,26,Divergent. Part 2,US,,alternative,,0.0,22,-,-,-,"$130,179,072",3875,"$130,179,072",Mar 20,Lionsgate,False,nm0777881,"nm3929259,nm0326040,nm0093560,nm4316121",nm0777881,Robert Schwentke,1968.0,,"director,writer,soundtrack","tt1245526,tt0790736,tt6763252,tt0286204"
129,tt3416744,movie,The End of the Tour,The End of the Tour,0.0,2015.0,,106.0,"Biography,Drama",tt3416744,16,The End of the Tour,US,,imdbDisplay,,0.0,189,-,-,-,"$3,002,884",355,"$3,002,884",Jul 31,A24,False,nm1242054,"nm0546869,nm4240610",nm1242054,James Ponsoldt,1978.0,,"producer,director,writer","tt3416744,tt1714206,tt4287320,tt2063781"
130,tt2309260,movie,The Gallows,The Gallows,0.0,2015.0,,81.0,"Horror,Mystery,Thriller",tt2309260,15,The Gallows,US,,imdbDisplay,,0.0,100,-,-,-,"$22,764,410",2720,"$22,764,410",Jul 10,Warner Bros.,False,nm4000389,"nm3951039,nm4000389",nm4000389,Travis Cluff,,,"producer,actor,director","tt7473716,tt14657190,tt2309260,tt8676446"
131,tt2309260,movie,The Gallows,The Gallows,0.0,2015.0,,81.0,"Horror,Mystery,Thriller",tt2309260,15,The Gallows,US,,imdbDisplay,,0.0,100,-,-,-,"$22,764,410",2720,"$22,764,410",Jul 10,Warner Bros.,False,nm3951039,"nm3951039,nm4000389",nm3951039,Chris Lofing,,,"producer,director,writer","tt7473716,tt8676446,tt14657190,tt2309260"
132,tt1828325,movie,The Gambler,The Gambler,0.0,2015.0,,105.0,Drama,tt1828325,1,The Gambler,US,,imdbDisplay,,0.0,121,-,-,-,"$14,800,136",2494,"$33,680,992",Dec 25,Paramount Pictures,False,nm0354451,"nm0234502,nm0354451",nm0354451,Szabolcs Hajdu,1972.0,,"actor,director,writer","tt0997035,tt0269500,tt0464955,tt5537614"
133,tt4178092,movie,The Gift,The Gift,0.0,2015.0,,108.0,"Drama,Mystery,Thriller",tt4178092,33,Weirdo,US,,working,,0.0,66,-,-,-,"$43,787,265",2503,"$43,787,265",Aug 7,STX Entertainment,False,nm0249291,nm0249291,nm0249291,Joel Edgerton,1974.0,,"actor,writer,producer","tt4178092,tt4669986,tt7008872,tt1343092"
134,tt1979388,movie,The Good Dinosaur,The Good Dinosaur,0.0,2015.0,,93.0,"Adventure,Animation,Comedy",tt1979388,38,The Good Dinosaur,US,,imdbDisplay,,0.0,26,-,-,-,"$110,716,470",3749,"$123,087,120",Nov 25,Walt Disney Studios Motion Pictures,False,nm0812307,"nm0677037,nm0812307,nm4402755,nm0498834,nm1626375,nm0373282,nm2937122",nm0812307,Peter Sohn,1977.0,,"actor,animation_department,art_department","tt1453405,tt0382932,tt1049413,tt1979388"
135,tt2515034,movie,The Gunman,The Gunman,0.0,2015.0,,115.0,"Action,Adventure,Crime",tt2515034,4,The Gunman,US,,imdbDisplay,,0.0,135,-,-,-,"$10,664,749",2816,"$10,664,749",Mar 20,Open Road Films (II),False,nm0603628,"nm0541389,nm0534207,nm0871428,nm0000576",nm0603628,Pierre Morel,1964.0,,"camera_department,cinematographer,director","tt2515034,tt0936501,tt0414852,tt6850820"
136,tt3460252,movie,The Hateful Eight,The Hateful Eight,0.0,2015.0,,168.0,"Crime,Drama,Mystery",tt3460252,22,The H8ful Eight,US,,,promotional title,0.0,126,-,-,-,"$13,339,210",2938,"$54,117,416",Dec 25,The Weinstein Company,False,nm0000233,nm0000233,nm0000233,Quentin Tarantino,1963.0,,"writer,actor,producer","tt3460252,tt0105236,tt0110912,tt0116367"
137,tt1951266,movie,The Hunger Games: Mockingjay - Part 2,The Hunger Games: Mockingjay - Part 2,0.0,2015.0,,137.0,"Action,Adventure,Sci-Fi",tt1951266,13,The Hunger Games: Mockingjay - Part 2,US,,imdbDisplay,,0.0,8,-,-,-,"$269,569,121",4175,"$281,723,902",Nov 20,Lionsgate,False,nm1349376,"nm0185976,nm0834960,nm1056741",nm1349376,Francis Lawrence,1971.0,,"director,producer,writer","tt0480249,tt1951266,tt1951265,tt1951264"
138,tt2361509,movie,The Intern,The Intern,0.0,2015.0,,121.0,"Comedy,Drama",tt2361509,14,The Intern,US,,imdbDisplay,,0.0,38,-,-,-,"$75,574,886",3320,"$75,764,672",Sep 25,Warner Bros.,False,nm0583600,nm0583600,nm0583600,Nancy Meyers,1949.0,,"writer,producer,director","tt0337741,tt1230414,tt0457939,tt2361509"
139,tt11850870,movie,The Interview,The Interview,0.0,2021.0,,70,Drama,tt11850870,2,The Interview,US,,imdbDisplay,,0.0,195,-,-,-,"$2,552,397",581,"$6,105,175",Dec 25,Sony Pictures Entertainment (SPE),False,nm10411901,"nm10459798,nm10411901",nm10411901,Sinan Yalvac,,,"director,writer,producer","tt9760434,tt11850870,tt9772738,tt9742832"
140,tt1618442,movie,The Last Witch Hunter,The Last Witch Hunter,0.0,2015.0,,106.0,"Action,Adventure,Fantasy",tt1618442,35,The Last Witch Hunter,US,,imdbDisplay,,0.0,88,-,-,-,"$27,367,660",3082,"$27,367,660",Oct 23,Lionsgate,False,nm0252135,"nm2309430,nm1948885,nm2332952",nm0252135,Breck Eisner,1970.0,,"director,producer,actor","tt1618442,tt0455407,tt0318649,tt3230854"
141,tt2918436,movie,The Lazarus Effect,The Lazarus Effect,0.0,2015.0,,83.0,"Horror,Mystery,Sci-Fi",tt2918436,16,Reawakening,US,,working,,0.0,95,-,-,-,"$25,801,570",2666,"$25,801,570",Feb 27,Relativity Media,False,nm0312173,"nm1430636,nm2916300",nm0312173,David Gelb,1983.0,,"producer,director,writer","tt10050778,tt1772925,tt2918436,tt4295140"
142,tt2726560,movie,The Longest Ride,The Longest Ride,0.0,2015.0,,123.0,"Drama,Romance,Western",tt2726560,23,The Longest Ride,US,,imdbDisplay,,0.0,72,-,-,-,"$37,446,117",3371,"$37,446,117",Apr 10,Twentieth Century Fox,False,nm0863387,"nm0817023,nm0093271",nm0863387,George Tillman Jr.,1969.0,,"producer,director,writer","tt5580266,tt0472198,tt2113075,tt0203019"
143,tt1638355,movie,The Man from U.N.C.L.E.,The Man from U.N.C.L.E.,0.0,2015.0,,116.0,"Action,Adventure,Comedy",tt1638355,18,The Man from U.N.C.L.E.,US,,imdbDisplay,,0.0,63,-,-,-,"$45,445,109",3673,"$45,445,109",Aug 14,Warner Bros.,False,nm0005363,"nm0005363,nm0927880,nm0458566,nm0933276,nm0738222",nm0005363,Guy Ritchie,1968.0,,"writer,director,producer","tt0208092,tt0988045,tt0120735,tt1638355"
144,tt3659388,movie,The Martian,The Martian,0.0,2015.0,,144.0,"Adventure,Drama,Sci-Fi",tt3659388,26,The Martian,US,,imdbDisplay,,0.0,9,-,-,-,"$225,345,353",3854,"$228,433,663",Oct 2,Twentieth Century Fox,False,nm0000631,"nm1206844,nm1083982",nm0000631,Ridley Scott,1937.0,,"producer,director,production_designer","tt0083658,tt0172495,tt3659388,tt0103074"
145,tt3530002,movie,The Night Before,The Night Before,0.0,2015.0,,101.0,"Comedy,Fantasy",tt3530002,34,The Night Before,US,,imdbDisplay,,0.0,68,-,-,-,"$42,884,826",2960,"$43,047,372",Nov 20,Sony Pictures Entertainment (SPE),False,nm1349522,"nm1349522,nm3773434,nm3782043,nm1698571",nm1349522,Jonathan Levine,,,"writer,producer,director","tt2139881,tt1588173,tt1082886,tt1306980"
146,tt2452042,movie,The Peanuts Movie,The Peanuts Movie,0.0,2015.0,,88.0,"Adventure,Animation,Comedy",tt2452042,27,The Peanuts Movie,US,,imdbDisplay,,0.0,24,-,-,-,"$128,235,584",3902,"$130,178,411",Nov 6,Twentieth Century Fox,False,nm0553942,"nm0776441,nm2421049,nm2370700,nm0776433",nm0553942,Steve Martino,1959.0,,"animation_department,director,miscellaneous","tt0451079,tt2452042,tt0358082,tt5814534"
147,tt14779558,movie,The Perfect Guy,Finding the Perfect Guy,0.0,2021.0,,,"Comedy,Romance",tt14779558,2,The Perfect Guy,US,,imdbDisplay,,0.0,51,-,-,-,"$57,027,435",2230,"$57,027,435",Sep 11,Screen Gems,False,nm10317167,nm10317167,nm10317167,Oleathia Robinson,,,"actress,director,writer","tt14809744,tt14779558,tt14316584,tt13344462"
148,tt2555736,movie,The Second Best Exotic Marigold Hotel,The Second Best Exotic Marigold Hotel,0.0,2015.0,,122.0,"Comedy,Drama,Romance",tt2555736,22,The Second Best Exotic Marigold Hotel,US,,imdbDisplay,,0.0,78,-,-,-,"$33,078,266",2022,"$33,078,266",Mar 6,Fox Searchlight Pictures,False,nm0006960,"nm0662530,nm0006960",nm0006960,John Madden,1949.0,,"director,producer,writer","tt1412386,tt0377107,tt0138097,tt2555736"
149,tt2279373,movie,The SpongeBob Movie: Sponge Out of Water,The SpongeBob Movie: Sponge Out of Water,0.0,2015.0,,92.0,"Adventure,Animation,Comedy",tt2279373,30,The SpongeBob Movie: Sponge Out of Water,US,,imdbDisplay,,0.0,18,-,-,-,"$162,994,032",3680,"$162,994,032",Feb 6,Paramount Pictures,False,nm0593610,"nm0008743,nm0074184,nm0384864,nm1196684,nm0238757,nm0384722,nm0909088,nm2824876",nm0593610,Mike Mitchell,1970.0,,"director,actor,writer","tt0194006,tt0892782,tt12879112,tt0892791"
150,tt2279373,movie,The SpongeBob Movie: Sponge Out of Water,The SpongeBob Movie: Sponge Out of Water,0.0,2015.0,,92.0,"Adventure,Animation,Comedy",tt2279373,30,The SpongeBob Movie: Sponge Out of Water,US,,imdbDisplay,,0.0,18,-,-,-,"$162,994,032",3680,"$162,994,032",Feb 6,Paramount Pictures,False,nm1196684,"nm0008743,nm0074184,nm0384864,nm1196684,nm0238757,nm0384722,nm0909088,nm2824876",nm1196684,Paul Tibbitt,1968.0,,"producer,writer,art_department","tt0318155,tt0206512,tt0345950,tt2279373"
151,tt2938956,movie,The Transporter Refueled,The Transporter Refueled,0.0,2015.0,,96.0,"Action,Thriller",tt2938956,23,The Transporter Refueled,US,,imdbDisplay,,0.0,119,-,-,-,"$16,029,670",3434,"$16,029,670",Sep 4,EuropaCorp,False,nm0216214,"nm0177836,nm0171651,nm0000108,nm0436543",nm0216214,Camille Delamarre,1979.0,,"director,editor,assistant_director","tt1430612,tt1592525,tt2674924,tt2938956"
152,tt3567288,movie,The Visit,The Visit,0.0,2015.0,,94.0,"Horror,Mystery,Thriller",tt3567288,30,Sundowning,US,,working,,0.0,45,-,-,-,"$65,206,105",3148,"$65,206,105",Sep 11,Universal Pictures,False,nm0796117,nm0796117,nm0796117,M. Night Shyamalan,1970.0,,"producer,director,writer","tt0167404,tt0452637,tt0368447,tt0286106"
153,tt11052558,movie,The Walk,The Walk,0.0,2020.0,,92.0,Drama,tt11052558,1,The Walk,US,,imdbDisplay,,0.0,137,-,-,-,"$10,137,502",2509,"$10,137,502",Sep 30,TriStar Pictures,False,nm7439051,"nm11028696,nm11028697,nm7686710",nm7439051,Chang Hyun Park,,,"director,cinematographer,camera_department","tt11311226,tt6508024,tt4838402,tt11052558"
154,tt11052558,movie,The Walk,The Walk,0.0,2020.0,,92.0,Drama,tt11052558,1,The Walk,US,,imdbDisplay,,0.0,137,-,-,-,"$10,137,502",2509,"$10,137,502",Sep 30,TriStar Pictures,False,nm11028687,"nm11028696,nm11028697,nm7686710",nm11028687,Adam Jung,,,,
155,tt0884732,movie,The Wedding Ringer,The Wedding Ringer,0.0,2015.0,,101.0,Comedy,tt0884732,32,The Wedding Ringer,US,,imdbDisplay,,0.0,47,-,-,-,"$64,460,211",3003,"$64,460,211",Jan 16,Screen Gems,False,nm1275670,"nm1275670,nm1191891",nm1275670,Jeremy Garelick,1975.0,,"producer,writer,director","tt0452594,tt7768010,tt0884732,tt0280486"
156,tt1964418,movie,Tomorrowland,Tomorrowland,0.0,2015.0,,130.0,"Action,Adventure,Family",tt1964418,41,Tomorrowland,US,,imdbDisplay,,0.0,29,-,-,-,"$93,436,322",3972,"$93,436,322",May 22,Walt Disney Studios Motion Pictures,False,nm0083348,"nm0511541,nm0083348,nm2701804",nm0083348,Brad Bird,1957.0,,"miscellaneous,writer,animation_department","tt0317705,tt3606756,tt0382932,tt0129167"
157,tt3152624,movie,Trainwreck,Trainwreck,0.0,2015.0,,125.0,"Comedy,Drama,Romance",tt3152624,18,Trainwreck,US,,imdbDisplay,,0.0,27,-,-,-,"$110,212,700",3171,"$110,212,700",Jul 17,Universal Pictures,False,nm0031976,nm2154960,nm0031976,Judd Apatow,1967.0,,"producer,writer,director","tt0478311,tt9686708,tt1723816,tt0405422"
158,tt2273657,movie,True Story,True Story,0.0,2015.0,,99.0,"Biography,Crime,Drama",tt2273657,26,True Story,US,,imdbDisplay,,0.0,166,-,-,-,"$4,719,695",856,"$4,719,695",Apr 17,Fox Searchlight Pictures,False,nm3734458,"nm3734458,nm1738734,nm4927379",nm3734458,Rupert Goold,1972.0,,"director,writer,producer","tt7549996,tt2262456,tt2273657,tt6253522"
159,tt3203606,movie,Trumbo,Trumbo,0.0,2015.0,,124.0,"Biography,Crime,Drama",tt3203606,33,Trumbo,US,,imdbDisplay,,0.0,155,-,-,-,"$6,842,949",660,"$7,857,741",Nov 6,Bleecker Street Media,False,nm0005366,"nm0573695,nm6983391",nm0005366,Jay Roach,1957.0,,"producer,director,writer","tt0109303,tt0118655,tt6394270,tt3203606"
160,tt3859076,movie,Truth,Truth,0.0,2015.0,,125,"Biography,Drama,History",tt3859076,15,Truth,US,,imdbDisplay,,0.0,196,-,-,-,"$2,515,179",1122,"$2,541,854",Oct 16,Sony Pictures Classics,False,nm0888743,"nm0888743,nm3200062",nm0888743,James Vanderbilt,1975.0,,"producer,writer,executive","tt1628841,tt0264395,tt0443706,tt2334879"
161,tt11286002,movie,Unbroken,Unbroken,0.0,2020.0,,94.0,Documentary,tt11286002,1,Unbroken,US,,imdbDisplay,,0.0,55,-,-,-,"$53,109,285",3301,"$115,637,895",Dec 25,Universal Pictures,False,nm9295832,,nm9295832,Dan Grin,1995.0,,"director,writer,producer","tt11286002,tt7414220"
162,tt2358925,movie,Unfinished Business,Unfinished Business,0.0,2015.0,,91.0,"Comedy,Drama",tt2358925,15,Business Trip,US,,working,,0.0,136,-,-,-,"$10,219,501",2777,"$10,219,501",Mar 6,Twentieth Century Fox,False,nm0779433,nm0175726,nm0779433,Ken Scott,,,"writer,director,actor","tt0366532,tt1756750,tt2358925,tt2387559"
163,tt1524930,movie,Vacation,Vacation,0.0,2015.0,,99.0,"Adventure,Comedy",tt1524930,7,Vacation,US,,imdbDisplay,,0.0,50,-,-,-,"$58,884,188",3430,"$58,884,188",Jul 29,Warner Bros.,False,nm0197855,"nm0326246,nm0197855,nm0000455",nm0197855,John Francis Daley,1985.0,,"actor,writer,director","tt1524930,tt2250912,tt0460627,tt0348333"
164,tt1524930,movie,Vacation,Vacation,0.0,2015.0,,99.0,"Adventure,Comedy",tt1524930,7,Vacation,US,,imdbDisplay,,0.0,50,-,-,-,"$58,884,188",3430,"$58,884,188",Jul 29,Warner Bros.,False,nm0326246,"nm0326246,nm0197855,nm0000455",nm0326246,Jonathan Goldstein,1969.0,,"producer,writer,miscellaneous","tt2250912,tt2704998,tt1499658"
165,tt1976009,movie,Victor Frankenstein,Victor Frankenstein,0.0,2015.0,,110.0,"Drama,Horror,Sci-Fi",tt1976009,16,Frankenstein,US,,working,,0.0,159,-,-,-,"$5,775,076",2797,"$5,775,076",Nov 25,Twentieth Century Fox,False,nm0006476,"nm0484840,nm0791217",nm0006476,Paul McGuigan,1963.0,,"director,producer","tt0122515,tt0425210,tt1976009,tt0324554"
166,tt3832914,movie,War Room,War Room,0.0,2015.0,,120.0,Drama,tt3832914,4,War Room,US,,imdbDisplay,,0.0,42,-,-,-,"$67,790,117",1945,"$67,790,117",Aug 28,TriStar Pictures,False,nm1731937,"nm1731937,nm1726854",nm1731937,Alex Kendrick,1970.0,,"actor,writer,producer","tt1129423,tt1630036,tt0425027,tt0805526"
167,tt3787590,movie,We Are Your Friends,We Are Your Friends,0.0,2015.0,,96.0,"Drama,Music,Romance",tt3787590,9,We Are Your Friends,US,,imdbDisplay,,0.0,180,-,-,-,"$3,591,417",2333,"$3,591,417",Aug 28,Warner Bros.,False,nm3273000,"nm3273000,nm0649198,nm1230426",nm3273000,Max Joseph,,,"writer,director,editor","tt2177557,tt2498968,tt2489258,tt3787590"
168,tt15000958,movie,Wild,Wild,0.0,2021.0,,88.0,Documentary,tt15000958,5,Wild,US,,imdbDisplay,,0.0,110,-,-,-,"$18,137,709",1361,"$37,880,356",Dec 3,Fox Searchlight Pictures,False,nm12737814,nm12737814,nm12737814,Mario Theus,,,"director,writer,cinematographer",tt15000958
169,tt2404425,movie,Woman in Gold,Woman in Gold,0.0,2015.0,,109.0,"Biography,Drama,History",tt2404425,6,Woman in Gold,US,,imdbDisplay,,0.0,77,-,-,-,"$33,307,793",2011,"$33,307,793",Apr 1,The Weinstein Company,False,nm0193508,"nm0443252,nm2739175,nm2721839",nm0193508,Simon Curtis,1960.0,,"producer,director,actor","tt1653665,tt2404425,tt1478839,tt1655420"
170,tt4183692,movie,Woodlawn,Woodlawn,0.0,2015.0,,123.0,"Biography,Drama,History",tt4183692,10,Woodlawn,US,,imdbDisplay,,0.0,124,-,-,-,"$14,374,957",1553,"$14,394,097",Oct 16,Pure Flix Entertainment,False,nm3401779,"nm2296528,nm8188756,nm0670266,nm8188757",nm3401779,Andrew Erwin,,,"director,editor,producer","tt9779516,tt3014666,tt4183692,tt6450186"
171,tt4183692,movie,Woodlawn,Woodlawn,0.0,2015.0,,123.0,"Biography,Drama,History",tt4183692,10,Woodlawn,US,,imdbDisplay,,0.0,124,-,-,-,"$14,374,957",1553,"$14,394,097",Oct 16,Pure Flix Entertainment,False,nm2296528,"nm2296528,nm8188756,nm0670266,nm8188757",nm2296528,Jon Erwin,,,"director,writer,producer","tt6450186,tt9779516,tt3014666,tt1720182"
